game_id,id,value
147884,70573,Jason Lyle Steingisser
147886,70577,Michael Smith (II)
147887,90471,Paul MacKinnon
147889,63730,Oliver Sihiveer
147892,70579,Kalle Malmioja
147894,6209,Michael Feldkötter
147904,69679,Juma Al-JouJou
147906,3,(Uncredited)
147915,70595,Fred Clarke
147919,70598,Buxeria
147920,215,Mark Sienholz
147921,679,John H. Butterfield
147930,51428,Łukasz Woźniak
147931,26482,Marcin Wełnicki
147937,70604,Todd Drevers
147937,70605,Jeremy Wright
147949,6046,Ted Alspach
147949,69462,Akihisa Okui
147966,34743,Francesco Berardi
147966,122027,Ken Tinner
147969,34743,Francesco Berardi
147971,34743,Francesco Berardi
147975,40729,Jack Hanauer
147976,4026,Jochen Zeiss
147977,1477,Javier Romero
147979,7,Wolfgang Kramer
147993,70620,Stephan Miksch
147994,3691,Santiago Eximeno
147996,67710,Darth Rimmer
147996,67711,Travis Watkins
147999,11767,Alexander Pfister
148000,10,Uwe Rosenberg
148001,3,(Uncredited)
148002,104,Eric Solomon
148003,3,(Uncredited)
148004,70616,Ivor Kissin
148005,70617,Stephen Wynn
148006,70618,A. S. Lewis
148007,70619,Paul Fish
148007,36105,Hermann Luttmann
148010,61579,Martin Maly
148011,6940,Inka Brand
148011,6941,Markus Brand
148028,46546,David Bickley
148036,49208,Andrew Wolf
148044,231,Angelo Porazzi
148047,91,Christwart Conrad
148048,9657,Martin Nedergaard Andersen
148049,398,Klaus-Jürgen Wrede
148050,335,Frank Chadwick
148052,70628,David Thomson
148052,70629,Mary Thomson
148054,60153,B. Mitchell
148055,1126,Christian Freeling
148057,379,Rick Heli
148074,85575,Michael Bujtas
148083,49748,Marcos Macri
148086,51744,Firmino Martínez
148099,1658,Mark C. MacKinnon
148115,70637,Brandon Raasch
148117,2217,Josh Fry
148117,2218,Chad Scott
148121,46573,Bill Logan
148122,52075,Jacob Fryxelius
148123,70660,Max Mahaffa
148123,70661,Jonathan Oberto
148129,70706,Kenneth Wynne
148135,70780,Lord Malachi
148138,38319,Brendan Satria A.
148144,70649,Jeremy Hogan
148179,70622,Vincent Lemaire
148179,7227,Jean-Michel Maman
148179,70621,Charles-Amir Perret
148183,8869,Roberto Chiavini
148185,8869,Roberto Chiavini
148190,70672,Harry Gao
148191,4194,Shawn Taylor
148192,111,James Kyle
148193,70864,Chris Dixon
148193,71141,Jascha Frei
148197,67493,Jiří Slepička
148203,27809,Werner Ernst George Muller
148204,9869,David Phipps
148204,85799,Mila Phipps
148205,70596,Robert Dijkman Dulkes
148205,70615,Matt Golec
148206,65570,Fishagon
148208,70655,José Antonio Mérida Cerro
148209,70681,Glenn Given
148211,69843,Ramses Bosque
148212,58262,Dan Chou
148213,12532,Mathew Hinkle
148215,41436,Hegedűs Csaba
148216,70687,Kathy Kay Jewell
148216,70686,Brian R. Kay
148218,21812,Filip Miłuński
148219,70688,E. Christman Dawn
148227,75104,Franz Lejeune
148228,50969,Marc André
148230,71025,Brian R Powers
148231,3327,Laurent Escoffier
148231,6736,Sébastien Pauchon
148233,70743,Matthew Sherman
148243,70768,Sam Croarkin
148243,1119,Brian Hansen
148253,57049,Joseph Propati
148258,9754,Francine Oomen
