name,game_id,type,avg_rating,avg_bayes_rating,users_rated,weight,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,updated_at
Tintin et Milou dans le Monde,11837,boardgame,4.83333,0,3,1,1969,2,5,40,40,0,7,2024-01-23 18:45:34
Triple Flips 5: Police Rescue,11838,boardgame,5.475,0,4,0,1981,1,4,0,0,8,9,2024-01-23 18:45:34
Triple Flips 6: Sports,11839,boardgame,5.33333,0,3,0,1981,1,4,0,0,8,7,2024-01-23 18:45:34
Triple Flips 8: Auto Racing,11840,boardgame,4.75,0,4,0,1981,1,4,0,0,8,10,2024-01-23 18:45:34
Triple Flips 9: More Sports,11841,boardgame,5.66667,0,3,0,1981,1,4,0,0,8,7,2024-01-23 18:45:34
Triple Flips 10: Disasters,11842,boardgame,5,0,2,0,1981,1,4,0,0,8,10,2024-01-23 18:45:34
Transat Québec/Saint-Malo,11843,boardgame,2.5,0,3,1,1984,2,8,0,0,8,13,2024-01-23 18:45:34
Varsity: The Scientific Football Game,11844,boardgame,5,0,3,0,1938,2,2,0,0,0,19,2024-01-23 18:45:34
Queries 'n Theories,11845,boardgame,6.86111,0,18,3.6667,1970,2,6,60,60,12,54,2024-01-23 18:45:34
"Sevastopol: The First Modern Siege, 1854-55",11846,boardgame,7.20833,0,24,3,1978,2,2,360,360,14,97,2024-01-23 18:45:34
Super Sharp Pencil & Paper Games,11847,boardgame,6.83333,0,12,1.5,1994,2,20,10,10,8,30,2024-01-23 18:45:34
Finger Hockey,11848,boardgame,8.025,0,8,0,1979,2,4,30,30,9,18,2024-01-23 18:45:34
Fishing Frenzy,11849,boardgame,5.48077,0,26,1,1995,2,6,45,45,10,50,2024-01-23 18:45:34
Bumper Golf,11850,boardgame,5,0,2,5,1998,2,4,20,20,0,2,2024-01-23 18:45:34
Florida Saltwater Tournament Fishing,11851,boardgame,8,0,1,1,1992,2,5,0,0,10,0,2024-01-23 18:45:34
Dizzy Spell,11852,boardgame,4.4,0,5,0,1978,2,2,15,15,8,27,2024-01-23 18:45:34
Zoom-in!,11853,boardgame,5.26667,0,21,1,2003,2,8,30,30,7,85,2024-01-23 18:45:34
Kameltreiber AG,11854,boardgame,4.45625,5.48266,32,1,1989,2,5,20,20,6,86,2024-01-23 18:45:34
"Tamburlaine the Great: The Battle of Angorra, 1402",11855,boardgame,6.67442,5.52214,43,2.3333,1979,2,2,0,0,12,128,2024-01-23 18:45:34
Triple Flips 4: Sci-Fiction,11857,boardgame,6.13333,0,9,1,1981,1,4,0,0,8,12,2024-01-23 18:45:34
Adultery,11858,boardgame,2.66667,0,3,0,1969,3,0,0,0,21,8,2024-01-23 18:45:34
Air Trix,11859,boardgame,4.76316,0,19,1,1976,1,4,0,0,8,59,2024-01-23 18:45:34
Balaroo,11860,boardgame,0,0,0,0,1967,2,6,0,0,0,13,2024-01-23 18:45:34
Bang Box,11861,boardgame,4.65,0,8,0,1969,2,4,0,0,6,24,2024-01-23 18:45:34
Gay Monopoly,11862,boardgame,4.33387,5.46866,62,2.7143,1983,2,6,180,180,18,48,2024-01-23 18:45:34
Rock Paper Scissors,11863,boardgame,3.97808,5.44375,73,1,1968,2,2,0,0,5,28,2024-01-23 18:45:34
Great Alaskan Clean-Up,11864,boardgame,4,0,1,0,1988,2,2,0,0,8,11,2024-01-23 18:45:34
Koi-Koi,11865,boardgame,6.54239,5.71241,593,1.7727,0,2,4,15,30,0,609,2024-01-23 18:45:34
Triple Flips 1: Horses,11866,boardgame,4.66,0,5,0,1981,1,4,0,0,8,10,2024-01-23 18:45:34
Triple Flips 2: Monsters,11867,boardgame,4.28571,0,7,0,1981,1,4,0,0,8,9,2024-01-23 18:45:34
Playmobil: Alarm! Alarm!,11868,boardgame,4.625,0,8,1,2004,2,4,10,0,6,15,2024-01-23 18:45:34
Alles in Ordnung,11869,boardgame,5.5,0,2,1,2004,2,5,0,0,5,18,2024-01-23 18:45:34
Badetag,11870,boardgame,5,0,5,0,2004,2,5,0,0,5,9,2024-01-23 18:45:34
Don't Miss the Boat,11872,boardgame,5,0,1,0,1988,0,0,0,0,5,0,2024-01-23 18:45:34
AMC Reel Clues,11873,boardgame,5.77505,5.50128,55,1.8333,2002,4,30,0,0,12,151,2024-01-23 18:45:34
Dabol,11874,boardgame,6.68571,0,21,2,1994,2,2,45,45,8,34,2024-01-23 18:45:34
Civil War 2061,11875,boardgame,4.58333,0,6,0,2003,2,6,120,120,10,24,2024-01-23 18:45:34
Sentence Says,11876,boardgame,5.75,0,8,0,2004,2,6,15,15,8,45,2024-01-23 18:45:34
Families in Nature,11877,boardgame,0,0,0,0,2000,2,6,20,20,8,7,2024-01-23 18:45:34
Life in Colonial Williamsburg,11878,boardgame,4.25,0,2,0,2001,2,6,0,0,8,10,2024-01-23 18:45:34
The American Girls Collection Card Game,11879,boardgame,4.91667,0,6,1,2002,2,4,20,20,7,24,2024-01-23 18:45:34
Pro Football,11880,boardgame,4.83333,0,6,1,1964,2,2,60,60,10,24,2024-01-23 18:45:34
The Mad Microbe,11881,boardgame,2,0,1,0,0,1,4,15,15,0,1,2024-01-23 18:45:34
3-A-Side,11882,boardgame,5.9,0,25,0,1984,2,2,30,30,7,65,2024-01-23 18:45:34
Trivial Pursuit: Volume 6,11883,boardgame,5.46639,5.49039,252,1.7619,2003,2,6,90,90,12,611,2024-01-23 18:45:34
New York Scene,11884,boardgame,5,0,1,0,1977,2,6,0,0,12,5,2024-01-23 18:45:34
Jewels in the Sand,11885,boardgame,6.92857,0,7,1,2002,2,8,20,20,8,10,2024-01-23 18:45:34
Texas Glory,11886,boardgame,6.90259,5.61627,193,2.4643,2008,2,2,120,120,0,416,2024-01-23 18:45:34
Monopoly: Corvette,11887,boardgame,4.52381,0,21,1.5,2002,2,6,180,180,8,45,2024-01-23 18:45:34
Bataille de la Marne 1914,11888,boardgame,6.11538,5.51418,52,2.75,1982,2,2,180,180,12,124,2024-01-23 18:45:34
End of the Iron Dream,11889,boardgame,7.00758,5.54058,66,2.6,1985,1,4,0,0,12,304,2024-01-23 18:45:34
Triple Four,11890,boardgame,5.79565,0,23,1,2003,2,4,0,0,7,74,2024-01-23 18:45:34
How Tall Am I?,11891,boardgame,4.55455,0,11,0,2004,2,4,0,0,3,26,2024-01-23 18:45:34
Thunder Ball,11892,boardgame,3,0,1,0,1993,2,6,60,60,0,7,2024-01-23 18:45:34
Andantino,11893,boardgame,6.82692,0,26,1.75,1995,2,2,30,30,8,36,2024-01-23 18:45:34
2-Handed Whammy!,11894,boardgame,0,0,0,0,2002,2,4,45,45,10,1,2024-01-23 18:45:34
Out of Control,11895,boardgame,4.66667,0,3,0,2002,2,6,30,30,8,16,2024-01-23 18:45:34
ITV Seven,11897,boardgame,3,0,1,0,1970,2,2,20,20,8,2,2024-01-23 18:45:34
Dixon of Dock Green,11898,boardgame,4,0,1,0,1957,0,0,0,0,7,4,2024-01-23 18:45:34
Le Docte Rat,11899,boardgame,5.71851,5.50707,101,1.5,1988,2,12,90,90,14,226,2024-01-23 18:45:34
Polémique,11900,boardgame,5.10833,0,24,1,2001,4,8,0,0,0,60,2024-01-23 18:45:34
Tic-Tac-Toe,11901,boardgame,2.73982,3.63741,3888,1.286,-1300,2,2,1,1,4,1678,2024-01-23 18:45:34
That's Incredible!,11902,boardgame,1,0,1,0,1981,1,27,60,60,0,18,2024-01-23 18:45:34
Word-Wise,11904,boardgame,6.75,0,4,0,1979,1,5,60,60,0,23,2024-01-23 18:45:34
Carnage,11905,boardgame,4,0,6,0,1998,2,2,45,45,0,44,2024-01-23 18:45:34
High Risk!,11907,boardgame,4.97,0,10,4,1985,2,4,240,240,12,11,2024-01-23 18:45:34
Clickety-Clak,11908,boardgame,0,0,0,0,1940,2,4,20,20,4,0,2024-01-23 18:45:34
Buckshot!,11909,boardgame,4,0,2,0,1970,2,4,15,15,0,19,2024-01-23 18:45:34
El Dorado,11910,boardgame,5.875,0,8,2,1977,2,2,30,30,0,22,2024-01-23 18:45:34
Color Clowns,11912,boardgame,4.625,0,4,3,1978,2,4,10,10,4,6,2024-01-23 18:45:34
The Dragon and the Pearl,11913,boardgame,6.9375,0,16,2,2004,3,5,180,180,0,38,2024-01-23 18:45:34
Tabaijana: Flucht von der Feuerinsel,11915,boardgame,6.06,5.50681,30,1.5,1990,2,5,15,15,5,98,2024-01-23 18:45:34
Malaika,11916,boardgame,5.66667,0,3,0,2004,2,2,40,40,10,12,2024-01-23 18:45:34
Trivial Detective,11917,boardgame,5.22222,0,9,0,1985,2,6,60,60,10,68,2024-01-23 18:45:34
Logomachy,11918,boardgame,6.5,0,2,0,1874,0,0,0,0,10,25,2024-01-23 18:45:34
Thorns,11919,boardgame,5.375,0,8,1,1974,2,2,20,20,13,48,2024-01-23 18:45:34
Nab,11920,boardgame,5.07692,0,13,1,1974,2,2,10,10,13,50,2024-01-23 18:45:34
Hedron,11921,boardgame,5.5,0,12,1.5,1974,2,2,10,10,12,51,2024-01-23 18:45:34
Plasm,11922,boardgame,5.66667,0,9,1.5,1974,2,2,15,15,13,56,2024-01-23 18:45:34
Snare,11923,boardgame,5.4375,0,8,1,1974,2,2,10,10,13,49,2024-01-23 18:45:34
Struggle,11924,boardgame,5.94583,5.5082,36,1,1982,2,4,40,40,0,73,2024-01-23 18:45:34
Quizzle,11925,boardgame,6.53469,5.52084,41,2.25,1978,2,4,30,30,10,96,2024-01-23 18:45:34
Corrida no Hípodromo,11927,boardgame,5.5,0,2,0,1983,2,4,40,40,8,6,2024-01-23 18:45:34
Doubletaire,11928,boardgame,0,0,0,0,2002,2,2,0,0,7,4,2024-01-23 18:45:34
Go-Moku,11929,boardgame,5.94339,5.6055,734,1.8615,700,2,2,5,5,8,612,2024-01-23 18:45:34
Renju,11930,boardgame,6.30732,5.535,105,2.5556,0,2,2,10,10,8,121,2024-01-23 18:45:34
Minitar,11933,boardgame,0,0,0,0,1967,2,2,45,45,0,5,2024-01-23 18:45:34
Mighty Trees,11934,boardgame,7.25,0,4,0,2002,2,6,30,30,7,9,2024-01-23 18:45:34
Ice Cream Scoops of Fun,11935,boardgame,4.59375,0,16,1,2000,2,4,15,15,3,27,2024-01-23 18:45:34
The Battle of Balaclava,11936,boardgame,5.73684,0,19,0,1975,2,2,30,30,8,33,2024-01-23 18:45:34
Red Army: The Destruction of Army Group Center,11937,boardgame,6.20352,5.51982,71,2.2857,1982,2,2,360,360,12,257,2024-01-23 18:45:34
The Dukes of Hazzard Card Game,11938,boardgame,4.70541,5.48167,37,1.1429,1981,2,8,15,15,6,85,2024-01-23 18:45:34
NASA: The Space Place Collectible Card Game,11939,boardgame,3.66667,0,3,1,0,2,2,15,15,8,6,2024-01-23 18:45:34
Color Train Game,11940,boardgame,5.22222,0,9,1,1988,1,4,30,30,3,27,2024-01-23 18:45:34
Care Bears: On the Path to Care-a-Lot,11941,boardgame,4.04545,0,22,1,1983,2,4,15,15,4,86,2024-01-23 18:45:34
Strawberry Shortcake in Big Apple City,11942,boardgame,5.19231,0,13,1,1981,2,4,20,20,4,59,2024-01-23 18:45:34
Noah's Ark,11943,boardgame,5.33333,0,6,0,1960,2,4,20,20,3,18,2024-01-23 18:45:34
MacDonald's Farm Game,11944,boardgame,5,0,7,1,1948,2,4,15,15,4,25,2024-01-23 18:45:34
Linq,11945,boardgame,6.86043,5.96186,1043,1.411,2004,4,8,45,45,10,1820,2024-01-23 18:45:34
Riot Act,11946,boardgame,0,0,0,0,2004,4,0,1,1,0,0,2024-01-23 18:45:34
Combat Zone,11947,boardgame,7.34783,0,23,2.8,1998,2,2,30,30,12,78,2024-01-23 18:45:34
Généric,11948,boardgame,4,0,2,0,1988,4,0,2,2,10,17,2024-01-23 18:45:34
Shifting Sands: The Campaign for North Africa  1940-1943,11949,boardgame,7.33525,5.90895,583,3.1835,2006,2,2,240,240,12,1092,2024-01-23 18:45:34
Monopoly: Marvel Comics,11950,boardgame,4.72024,5.47193,83,1.6667,1999,0,0,60,180,8,207,2024-01-23 18:45:34
Le Tour du Lys,11951,boardgame,5.73429,0,7,2,1997,2,6,90,90,8,30,2024-01-23 18:45:54
Hoop Hysteria,11952,boardgame,3.5,0,2,0,1995,2,2,60,60,10,1,2024-01-23 18:45:54
Pop-Up Store Game,11953,boardgame,0,0,0,0,1950,2,4,60,60,5,6,2024-01-23 18:45:54
Paladin,11954,boardgame,4.80172,5.47726,58,1.25,2004,3,5,20,20,10,136,2024-01-23 18:45:54
Waz Baraz,11955,boardgame,5.47271,5.49815,81,1.4,2004,3,6,20,20,10,165,2024-01-23 18:45:54
The Monster Squad Game,11956,boardgame,4.3375,0,8,0,1977,2,4,30,30,5,20,2024-01-23 18:45:54
InterSpace,11957,boardgame,7.34091,5.53766,44,3.1538,2004,2,4,360,360,11,109,2024-01-23 18:45:54
Cup Final,11958,boardgame,2,0,1,0,1980,2,2,90,90,0,5,2024-01-23 18:45:54
Subway Toronto,11959,boardgame,5.57143,0,7,0,1994,2,6,45,45,0,13,2024-01-23 18:45:54
FBI Crime Resistance Game,11960,boardgame,3.5,0,2,0,1976,2,4,30,30,8,12,2024-01-23 18:45:54
Guadalajara 1937,11961,boardgame,6,0,2,2,2001,0,2,0,0,12,11,2024-01-23 18:45:54
Rübenratz,11962,boardgame,5.74138,0,29,1.3333,1999,2,4,10,10,5,47,2024-01-23 18:45:54
Bloody Ridge,11964,boardgame,6.57614,5.53675,88,3.4,2005,2,2,240,240,12,525,2024-01-23 18:45:54
Topminos,11965,boardgame,5.5184,5.49971,50,1.3333,1998,2,4,20,20,6,198,2024-01-23 18:45:54
Seeschlacht,11966,boardgame,6.08095,0,21,2,1975,2,2,60,60,10,78,2024-01-23 18:45:54
The Seven Days of 1809: Napoleon and the Archduke Charles,11967,boardgame,7.61595,5.60155,116,3.0556,2004,2,4,480,480,14,422,2024-01-23 18:45:54
Harry Potter Gnome Toss Card Game,11968,boardgame,4.57618,5.48036,34,1,2001,3,6,30,30,8,87,2024-01-23 18:45:54
Set Sail!,11969,boardgame,4.43273,0,22,1.3333,2004,2,4,30,30,6,45,2024-01-23 18:45:54
Dracula's Revenge,11970,boardgame,5.6,5.50076,50,1.6667,2004,2,2,90,90,12,188,2024-01-23 18:45:54
Cockroach Poker,11971,boardgame,6.79161,6.58916,13129,1.1043,2004,2,6,20,20,8,22253,2024-01-23 18:45:54
Monte Rolla,11972,boardgame,5.95455,5.51088,55,1,2003,2,4,20,20,4,94,2024-01-23 18:45:54
Können Schweine fliegen?,11973,boardgame,6.39,5.54429,110,1.1111,2004,2,4,15,15,5,296,2024-01-23 18:45:54
"Kipp, Kipp, Ahoi!",11974,boardgame,5.63934,5.50353,61,1,2004,2,4,15,15,5,102,2024-01-23 18:45:54
Spatzenbande,11976,boardgame,5.66667,0,3,0,2004,2,4,25,30,5,6,2024-01-23 18:45:54
Konos,11977,boardgame,6.5,0,1,0,1994,2,2,20,20,0,5,2024-01-23 18:45:54
The Great War in the Near East,11978,boardgame,6.7571,5.54944,89,3.0769,1996,2,2,360,360,12,422,2024-01-23 18:45:54
Mc Wiz 2000,11979,boardgame,6.14286,0,7,1,1999,2,5,60,60,0,36,2024-01-23 18:45:54
Drivetime,11980,boardgame,4.07143,0,7,0,2004,2,4,45,45,10,29,2024-01-23 18:45:54
Battleships in Action,11981,boardgame,5.5,0,17,1.5,2004,2,5,60,60,10,44,2024-01-23 18:45:54
Getting To Know You... Better,11982,boardgame,4.91667,0,6,1,1992,2,2,0,0,18,21,2024-01-23 18:45:54
Fab Fib,11983,boardgame,5.86156,5.52819,180,1.2,2004,3,10,30,30,10,321,2024-01-23 18:45:54
Portable Adventures: Iron Maidens,11984,boardgame,9,0,1,0,2004,2,4,30,30,13,4,2024-01-23 18:45:54
Portable Adventures: Firestorm,11985,boardgame,0,0,0,0,2004,2,4,30,30,12,1,2024-01-23 18:45:54
Fish For It,11987,boardgame,0,0,0,0,1948,2,12,0,0,4,1,2024-01-23 18:45:54
Australian Railways,11988,boardgame,6.99322,5.54218,59,3.2,2004,3,5,120,120,12,146,2024-01-23 18:45:54
Zombie Hunt,11989,boardgame,3.8,0,5,0,1990,2,4,0,0,10,8,2024-01-23 18:45:54
WWE Smackdown CCG,11992,boardgame,3.395,0,4,0,2004,2,2,0,0,10,11,2024-01-23 18:45:54
"The Cossacks Are Coming!: The Tannenberg Campaign August and September, 1914 – 2nd Edition",11993,boardgame,7.04714,5.52232,35,4.3077,2004,1,3,300,300,16,159,2024-01-23 18:45:54
Monopoly: Bass Fishing,11994,boardgame,4.865,0,20,4,0,2,8,60,60,8,45,2024-01-23 18:45:54
Castlemorn Boardgame,11995,boardgame,0,0,0,0,2004,2,2,90,90,0,1,2024-01-23 18:45:54
Limits: Captain John's Sportfishing Tournament Game,11996,boardgame,5.5,0,2,0,1987,2,6,0,0,11,21,2024-01-23 18:45:54
*Star,11997,boardgame,7.615,5.54335,40,2.7,1999,2,2,0,0,10,49,2024-01-23 18:45:54
Gone Fishin': The Ultimate Game for Fishermen,11998,boardgame,0,0,0,2,1987,2,6,0,0,0,5,2024-01-23 18:45:54
Babe Winkelman's Good Fishing,11999,boardgame,0,0,0,0,1986,0,0,0,0,8,5,2024-01-23 18:45:54
Trout: The Most Realistic Fishing Game Ever,12000,boardgame,5,0,5,0,1992,2,4,0,0,10,13,2024-01-23 18:45:54
Lunker Lake,12001,boardgame,5.5,0,2,1,1999,2,6,0,0,6,12,2024-01-23 18:45:54
Jambo,12002,boardgame,6.99271,6.68872,8291,2.0712,2004,2,2,45,45,12,10369,2024-01-23 18:45:54
Murder Mystery Party: When an Angel Dies,12003,boardgame,4,0,1,0,1986,8,8,150,150,16,11,2024-01-23 18:45:54
Candamir: The First Settlers,12004,boardgame,6.18265,5.80317,1923,2.2356,2004,2,4,60,120,12,3179,2024-01-23 18:45:54
Around the World in 80 Days,12005,boardgame,6.54998,6.13344,3278,1.8085,2004,2,6,50,70,10,3728,2024-01-23 18:45:54
Hog Tied,12006,boardgame,5.42857,0,21,1.3333,1981,2,2,20,20,8,66,2024-01-23 18:45:54
Supermarina,12007,boardgame,6.66667,0,18,4.2857,1984,1,3,180,180,12,70,2024-01-23 18:45:54
Camelot Battlechess,12008,boardgame,5.2,0,5,0,1998,2,4,120,120,5,1,2024-01-23 18:45:54
Junction,12009,boardgame,3,0,1,0,1975,2,2,20,20,10,5,2024-01-23 18:45:54
"Hey, Hey, Witch Way?",12010,boardgame,5.55556,0,9,1,1969,2,4,45,45,6,14,2024-01-23 18:45:54
Four Scores,12011,boardgame,5,0,2,1,1971,2,4,10,10,0,13,2024-01-23 18:45:54
Enlighten,12012,boardgame,4.5,0,2,0,2004,2,6,0,0,12,4,2024-01-23 18:45:54
Social Lies,12014,boardgame,6,0,1,0,1984,2,12,60,60,0,4,2024-01-23 18:45:54
"Death to the Soviet!: The First Battle for Panjshir Valley, August 1981",12015,boardgame,4.83333,0,3,0,0,2,2,0,0,12,16,2024-01-23 18:45:54
SonderkomandoJunck 1941,12016,boardgame,8.5,0,1,5,2001,2,2,0,0,12,20,2024-01-23 18:45:54
Alphemo,12017,boardgame,5,0,1,0,1987,2,4,0,0,0,5,2024-01-23 18:45:54
1st Alamein,12018,boardgame,7.04063,5.51681,32,2.2308,1997,2,2,75,120,10,77,2024-01-23 18:45:54
Monstercrash,12019,boardgame,6.5,0,4,0,1993,4,6,120,120,0,8,2024-01-23 18:45:54
Quadromania,12020,boardgame,5.66667,0,3,2,1987,2,2,15,15,6,11,2024-01-23 18:45:54
MegaDittos: The Pursuit of Truth,12021,boardgame,0,0,0,0,0,0,0,0,0,12,5,2024-01-23 18:45:54
The Game of Black Beauty,12022,boardgame,0,0,0,0,1958,2,4,30,30,0,7,2024-01-23 18:45:54
Omaha:  The Battle for the Beach,12023,boardgame,5.83333,0,12,2.5,2004,1,2,60,60,12,43,2024-01-23 18:45:54
Eldorado,12024,boardgame,3.94737,0,19,2,1988,2,4,0,0,5,63,2024-01-23 18:45:54
"Clinton, the Game of Scandal and Statesmanship",12025,boardgame,0,0,0,0,0,0,0,0,0,12,0,2024-01-23 18:45:54
Slick Willie's $acrifice,12026,boardgame,0,0,0,0,1993,0,0,0,0,0,0,2024-01-23 18:45:54
Tolstoi: Wieviel Erde braucht der Mensch?,12027,boardgame,6.32857,0,7,3,1997,2,4,45,45,0,13,2024-01-23 18:45:54
Counterpoint,12028,boardgame,2,0,1,0,1971,2,4,0,0,12,22,2024-01-23 18:45:54
The World of Micronauts Game,12029,boardgame,4.60714,0,14,1,1978,2,4,30,30,7,34,2024-01-23 18:45:54
WWF Wrestling Challenge,12030,boardgame,4.78679,5.48031,53,1.5,1991,2,4,30,30,6,132,2024-01-23 18:45:54
Q-Blast,12031,boardgame,5.25,0,2,2,1994,1,4,20,20,8,3,2024-01-23 18:45:54
Music Buff: Pop Music Version,12033,boardgame,5.5,0,2,0,1989,2,10,0,0,10,7,2024-01-23 18:45:54
Tactica: An Historical Approach to Ancient Wargaming,12034,boardgame,6.38095,0,21,3.5,1989,2,2,120,120,12,95,2024-01-23 18:45:54
Adler Luftkampfspiel,12035,boardgame,4,0,2,0,1935,2,2,20,20,12,10,2024-01-23 18:45:54
R.I.P. Collector Game Cards,12037,boardgame,3.5,0,1,0,1990,2,4,15,15,10,4,2024-01-23 18:45:54
Shrek 2: The Twisted Fairy Tale Game,12038,boardgame,4.58824,0,17,1,2004,2,4,20,20,6,46,2024-01-23 18:45:54
Omega Chess,12040,boardgame,7.53596,5.53652,47,3.6667,1992,2,2,30,30,8,79,2024-01-23 18:45:54
Conquerors of the Galaxy,12041,boardgame,0,0,0,0,2004,0,0,0,0,12,0,2024-01-23 18:45:54
Seoul Police,12042,boardgame,5,0,3,0,1998,2,6,45,45,0,4,2024-01-23 18:45:54
Stadt - Land - Fluss,12043,boardgame,5.343,5.48898,90,1.1667,0,2,10,15,15,7,201,2024-01-23 18:45:54
Kaiserschlacht: 1918,12044,boardgame,7.07895,0,19,2.8333,1977,1,2,300,300,12,116,2024-01-23 18:45:54
Étoile,12046,boardgame,6.70833,0,24,0,1999,2,3,10,20,8,45,2024-01-23 18:45:54
Campaign: Race for the White House,12047,boardgame,5,0,4,0,1991,0,0,0,0,0,17,2024-01-23 18:45:54
White House,12048,boardgame,4,0,1,0,1971,2,4,0,0,0,6,2024-01-23 18:45:54
Wintergewitter,12049,boardgame,6.748,5.52759,50,3.2,2007,2,2,300,300,12,282,2024-01-23 18:45:54
Oosterbeek Perimeter,12054,boardgame,8.2725,5.54474,40,3.25,2006,2,2,300,300,12,142,2024-01-23 18:45:54
Streets of Stalingrad (Third Edition),12055,boardgame,7.44454,5.63657,185,4.2222,2003,2,8,120,120,12,523,2024-01-23 18:45:54
Logofix,12056,boardgame,5.4,0,5,0,2003,2,6,30,30,6,19,2024-01-23 18:45:54
Mini Funny Bunny,12057,boardgame,5.39241,5.49501,79,1,2004,2,4,10,10,4,223,2024-01-23 18:45:54
Supreme Command,12058,boardgame,5.66667,0,3,0,1971,2,2,30,30,0,6,2024-01-23 18:45:54
"The Ottomans: Rise of the Turkish Empire, 1453-1571",12059,boardgame,6.27078,5.51158,51,2.8333,2004,2,4,180,180,0,316,2024-01-23 18:45:54
Turnier,12061,boardgame,6.14375,0,16,2,1976,2,4,30,30,0,81,2024-01-23 18:45:54
Pro Draft,12062,boardgame,6.15849,5.50995,53,1,1974,3,4,30,30,0,100,2024-01-23 18:45:54
There's a Moose in the House,12063,boardgame,5.28076,5.41329,894,1.0274,2004,2,5,15,15,8,2114,2024-01-23 18:45:54
Ranger: Rules for the French-Indian Wars,12064,boardgame,7,0,1,0,1991,2,8,60,180,12,9,2024-01-23 18:45:54
Wig Out!,12065,boardgame,5.93315,5.5335,200,1,2004,2,6,12,12,6,595,2024-01-23 18:45:54
Habitants & Highlanders,12066,boardgame,7.65,0,10,3,1992,2,8,120,120,12,53,2024-01-23 18:45:54
Little Wars,12067,boardgame,7.10403,5.54261,62,2.375,1913,2,12,90,180,12,143,2024-01-23 18:45:54
Once Upon a Time in the West Indies,12068,boardgame,7,0,2,2,1991,2,12,60,120,10,3,2024-01-23 18:45:54
Skirmish Wargaming,12069,boardgame,7.66667,0,12,2.3333,1975,2,12,60,60,10,45,2024-01-23 18:45:54
Motorway,12070,boardgame,4,0,17,1.3333,1980,2,6,20,20,10,45,2024-01-23 18:45:54
Second Season Pro Football Game,12071,boardgame,8.19216,5.66007,168,2.7857,1999,1,2,120,180,8,346,2024-01-23 18:45:54
Capn Crunch Island Adventure Game,12072,boardgame,5.33333,0,9,1,1986,2,4,15,15,6,29,2024-01-23 18:45:54
Aggieopoly,12073,boardgame,3.98333,0,18,1.3333,1984,2,5,45,45,8,59,2024-01-23 18:45:54
The Spanish Civil War,12074,boardgame,4.5,0,4,1.5,2004,2,6,60,60,12,34,2024-01-23 18:45:54
Rome's Greatest Foe: 2nd Punic War,12075,boardgame,5.66667,0,3,0,2002,2,5,60,60,12,33,2024-01-23 18:45:54
Frog Pond,12076,boardgame,5,0,1,0,2000,1,4,10,10,3,1,2024-01-23 18:45:54
Charlie and the Chocolate Factory,12077,boardgame,3.63636,0,22,0,2003,2,4,30,30,8,50,2024-01-23 18:45:54
Die Börse,12078,boardgame,4.81818,0,22,0,1995,2,4,60,60,13,56,2024-01-23 18:45:54
Tycoon: The Real Estate Game,12079,boardgame,3.8125,0,8,2,1986,2,6,0,0,0,41,2024-01-23 18:45:54
Querbeet,12080,boardgame,7,0,2,2,1995,1,3,20,20,0,11,2024-01-23 18:45:54
Knightmare,12081,boardgame,4.29704,0,27,1.5,1991,2,4,0,0,8,102,2024-01-23 18:45:54
B'hoys!,12082,boardgame,0,0,0,0,2003,2,2,0,0,12,4,2024-01-23 18:45:54
Tres,12084,boardgame,5.19355,5.49514,31,1.6667,1998,2,2,30,30,10,92,2024-01-23 18:45:54
The Next President,12085,boardgame,7.25,0,14,3,1971,2,4,60,60,0,36,2024-01-23 18:45:54
Her mit den Kröten!,12086,boardgame,5.3,0,10,1,1998,3,5,50,50,8,28,2024-01-23 18:45:54
Dörbern,12087,boardgame,5.875,0,8,1,1998,4,4,15,15,10,22,2024-01-23 18:45:54
Kwiiietsch,12088,boardgame,6.125,0,8,0,1998,2,6,20,20,5,14,2024-01-23 18:45:54
Nimm's wörtlich,12089,boardgame,6.25,0,4,0,1998,1,6,45,45,0,9,2024-01-23 18:45:54
Müllmax: Das Umweltspiel,12090,boardgame,0,0,0,0,1998,2,10,20,20,0,2,2024-01-23 18:45:54
Alles oder Nichts,12091,boardgame,5.4375,0,8,1,1998,2,15,15,15,0,24,2024-01-23 18:45:54
Roy of the Rovers Game,12092,boardgame,6.33333,0,3,0,1990,2,6,60,60,0,7,2024-01-23 18:45:54
Trini,12093,boardgame,6.625,0,8,0,1998,2,4,45,45,8,16,2024-01-23 18:45:54
Duhner Wattrennen,12094,boardgame,8,0,9,0,1996,2,6,240,240,10,31,2024-01-23 18:45:54
Das Streuhandspiel,12095,boardgame,4,0,2,0,1996,4,6,240,240,16,14,2024-01-23 18:45:54
Riskier Was,12096,boardgame,7,0,2,0,1995,3,6,45,45,6,7,2024-01-23 18:45:54
Las Vegas Junket,12098,boardgame,4.75,0,16,2,1979,2,4,90,90,0,51,2024-01-23 18:45:54
Think-It Link-It,12099,boardgame,5.21429,0,7,0,1992,1,0,10,10,8,45,2024-01-23 18:45:54
The Triple Match Card Game,12100,boardgame,4.72,0,5,0,2001,2,4,15,15,5,10,2024-01-23 18:45:54
Nonni's Circus 3 Ring Madness,12101,boardgame,0,0,0,0,2004,2,4,30,30,0,0,2024-01-23 18:45:54
Olsen,12102,boardgame,4.52136,0,22,1,0,2,4,30,30,5,35,2024-01-23 18:45:54
