name,game_id,type,avg_rating,avg_bayes_rating,users_rated,weight,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,updated_at
Fluxx,258,boardgame,5.67381,5.56076,17737,1.3885,1997,2,6,5,30,8,30545,2024-01-23 18:07:59
Atlantic Storm,259,boardgame,6.54784,5.71129,555,2.0526,1997,2,6,60,60,10,719,2024-01-23 18:07:59
Starship Troopers: Prepare For Battle!,260,boardgame,5.81683,5.52147,208,2.0435,1997,2,4,45,60,10,444,2024-01-23 18:07:59
Olympia 2000 (v. Chr.),261,boardgame,6.0767,5.56646,276,1.3846,1994,2,5,30,30,9,457,2024-01-23 18:07:59
Manitou,263,boardgame,6.09331,5.59742,396,1.9655,1997,2,4,45,45,12,778,2024-01-23 18:07:59
Enemy in Sight,264,boardgame,6.25457,5.6917,692,1.7105,1988,2,8,120,120,10,1321,2024-01-23 18:07:59
Intrigue,265,boardgame,6.36887,5.98789,2757,1.9359,1994,3,5,45,45,14,4128,2024-01-23 18:07:59
Tycoon,267,boardgame,6.74939,5.81988,712,2.6375,1998,2,4,90,90,10,1105,2024-01-23 18:07:59
Cheops,268,boardgame,6.1928,5.5862,282,2.1538,1998,2,5,45,45,9,447,2024-01-23 18:07:59
Svea Rike,270,boardgame,6.39179,5.67912,632,2.4419,1996,2,5,90,120,12,960,2024-01-23 18:07:59
It's Mine!,271,boardgame,5.90564,5.57186,445,1.0727,1998,3,5,30,30,7,613,2024-01-23 18:07:59
Downtown,272,boardgame,6.33014,5.55373,146,2.2353,1996,3,6,60,60,12,277,2024-01-23 18:07:59
Africa 1880,273,boardgame,5.70321,5.51116,140,2.625,1997,3,6,120,120,14,379,2024-01-23 18:07:59
Guerilla,274,boardgame,6.26795,5.62106,393,2.641,1994,3,6,60,120,12,858,2024-01-23 18:07:59
Extinction,275,boardgame,4.96889,5.48733,45,1.4,1993,2,6,60,60,12,106,2024-01-23 18:07:59
"La Guerre de l'Empereur: The Emperor's War, 1805-1815",276,boardgame,6.41549,5.52487,71,3.3846,1997,2,7,240,240,12,243,2024-01-23 18:07:59
Res Publica,277,boardgame,5.91289,5.62655,1008,1.7093,1991,3,5,30,60,10,1903,2024-01-23 18:07:59
Catan Card Game,278,boardgame,6.70431,6.50483,14001,2.4395,1996,2,2,60,120,10,24882,2024-01-23 18:07:59
The Very Clever Pipe Game,279,boardgame,6.22076,5.69607,829,1.5926,1996,2,4,20,20,10,1406,2024-01-23 18:07:59
Neue Spiele im alten Rom,280,boardgame,6.81038,5.63092,235,2.3333,1994,2,7,20,60,10,555,2024-01-23 18:07:59
Ostindiska kompaniet,281,boardgame,4.71053,5.44072,171,2.5,1991,2,5,120,120,10,260,2024-01-23 18:07:59
Vikingatid,282,boardgame,5.95268,5.51538,71,3.3,1997,2,6,300,300,12,139,2024-01-23 18:07:59
Advanced Third Reich,283,boardgame,6.89581,5.82694,770,4.5366,1992,1,6,180,1200,18,1673,2024-01-23 18:07:59
Lords of the Sierra Madre (Second Edition),284,boardgame,6.37677,5.55832,155,3.4783,1995,2,8,240,240,14,644,2024-01-23 18:07:59
Monsters Ravage America,285,boardgame,5.86667,5.54475,285,2.1905,1998,1,4,90,90,10,526,2024-01-23 18:07:59
Machiavelli,286,boardgame,7.09188,6.01419,1111,3.1963,1977,4,8,480,480,12,2269,2024-01-23 18:07:59
Bazaar,287,boardgame,6.52043,5.97143,1789,2.0278,1967,2,6,45,45,8,2950,2024-01-23 18:07:59
Rossyïa 1917,288,boardgame,7.27875,5.56,72,4,1995,2,5,300,300,0,248,2024-01-23 18:07:59
Chariot Lords,289,boardgame,6.68693,5.61488,231,2.75,1999,3,4,360,360,12,509,2024-01-23 18:07:59
Gold Digger,290,boardgame,5.72511,5.55214,707,1.1882,1990,2,5,20,20,7,1241,2024-01-23 18:07:59
Courtisans of Versailles,291,boardgame,5.75039,5.51569,173,1.8182,1988,3,8,120,120,8,391,2024-01-23 18:07:59
Attacke,292,boardgame,5.71242,5.51428,161,1.4615,1993,3,5,30,30,8,322,2024-01-23 18:07:59
Bamboleo,293,boardgame,6.32298,5.83076,1515,1.2371,1996,2,7,30,30,6,1521,2024-01-23 18:07:59
Keydom,294,boardgame,6.84595,5.55262,84,2.6667,1998,2,5,90,90,10,173,2024-01-23 18:07:59
Europa 1945-2030,295,boardgame,5.98074,5.56925,340,2.6279,1998,3,6,120,120,12,568,2024-01-23 18:07:59
Medieval Merchant,296,boardgame,6.70922,5.94779,1173,3.093,1998,2,6,60,90,12,1666,2024-01-23 18:07:59
Stadens nyckel,297,boardgame,5.2732,5.48879,125,2.3,1998,3,6,120,120,9,236,2024-01-23 18:07:59
Lang lebe der König!,298,boardgame,5.1968,5.4901,75,2,1997,3,5,60,60,10,246,2024-01-23 18:07:59
De Bellis Antiquitatis: Quick Play Wargame Rules with Army Lists for Ancient and Medieval Battles,299,boardgame,7.30104,5.93501,689,2.8,1990,2,6,60,300,14,1126,2024-01-23 18:07:59
Tutankhamen,300,boardgame,6.12117,5.74238,1343,1.5839,1993,2,6,30,30,8,1828,2024-01-23 18:07:59
Campanile,301,boardgame,6.15515,5.59586,371,1.6765,1996,2,5,30,30,10,679,2024-01-23 18:07:59
Forum Romanum,302,boardgame,6.74126,5.746,500,2.3429,1988,2,6,45,45,10,758,2024-01-23 18:07:59
Koalition,303,boardgame,6.46804,5.59482,230,2.2941,1992,4,10,90,90,12,457,2024-01-23 18:07:59
Evergreen,304,boardgame,5.52739,5.50633,361,1.8571,1999,2,6,20,30,12,691,2024-01-23 18:07:59
Der Fliegende Holländer,305,boardgame,6.04594,5.58297,345,2.4762,1992,3,6,60,60,12,773,2024-01-23 18:07:59
Candidate,307,boardgame,5.59532,5.49872,187,1.9444,1991,2,6,90,90,10,329,2024-01-23 18:07:59
Santa Fe,308,boardgame,6.9494,5.64925,240,2.2143,1992,2,5,70,70,10,307,2024-01-23 18:07:59
Arabana-Ikibiti,309,boardgame,6.16228,5.52612,79,1.8889,1997,2,2,20,20,8,123,2024-01-23 18:07:59
Wizard's Quest,310,boardgame,6.20922,5.76103,1496,2.25,1979,2,6,180,180,12,3679,2024-01-23 18:07:59
Time Agent,311,boardgame,6.63459,5.63808,281,3.4583,1992,2,6,180,360,12,676,2024-01-23 18:07:59
Landlord!,312,boardgame,5.92378,5.62923,972,1.5098,1992,2,6,10,10,10,1716,2024-01-23 18:07:59
Big Boss,313,boardgame,7.22974,5.8988,624,2.3939,1994,2,6,90,90,10,964,2024-01-23 18:07:59
Highlanders,314,boardgame,6.19177,5.56543,220,2.0526,1993,3,5,90,90,12,413,2024-01-23 18:07:59
Bagh Chal,315,boardgame,6.16633,5.60443,387,2.3333,1000,2,2,20,20,8,1046,2024-01-23 18:07:59
Chase,316,boardgame,6.80578,5.66109,320,2.6579,1985,2,2,45,45,10,573,2024-01-23 18:07:59
The Mob,317,boardgame,6.44977,5.58808,220,1.88,1993,3,6,60,60,12,445,2024-01-23 18:07:59
Looney Leo,318,boardgame,8,0,1,1,0,0,0,0,0,0,3,2024-01-23 18:07:59
Top It,319,boardgame,5.675,5.50479,60,1.6667,1997,2,4,20,20,10,134,2024-01-23 18:07:59
Scrabble,320,boardgame,6.26816,6.14773,31839,2.0675,1948,2,4,90,90,10,61231,2024-01-23 18:07:59
The Mole in the Hole,321,boardgame,6.27836,5.76233,1057,1.2889,1995,2,4,30,30,8,1873,2024-01-23 18:07:59
Tonga Bonga,322,boardgame,6.413,5.67946,498,1.6818,1998,3,4,45,45,10,678,2024-01-23 18:07:59
Anno 1452,323,boardgame,6.03026,5.54282,195,2.9375,1999,2,4,90,90,12,492,2024-01-23 18:07:59
Ponte Vecchio,324,boardgame,5.8017,5.50561,88,2.25,1996,3,5,90,90,12,193,2024-01-23 18:07:59
Loopin' Louie,327,boardgame,6.74368,6.50614,9368,1.0534,1992,2,4,10,10,4,12063,2024-01-23 18:07:59
Damn the Torpedoes!,328,boardgame,4.90811,5.48857,37,1.3333,1995,2,6,120,120,12,91,2024-01-23 18:07:59
Russian Front,329,boardgame,7.26596,5.90845,715,3.3093,1985,2,2,480,1200,12,1634,2024-01-23 18:07:59
Block Mania,330,boardgame,6.52312,5.67777,455,2.7568,1987,2,2,120,180,14,998,2024-01-23 18:07:59
Vernissage,332,boardgame,6.29373,5.57321,204,2.7368,1993,3,5,60,60,12,350,2024-01-23 18:07:59
Waterworks,333,boardgame,5.52764,5.4928,2076,1.2073,1972,2,5,30,30,8,4851,2024-01-23 18:07:59
Advance to Boardwalk,334,boardgame,5.41001,5.46079,807,1.5429,1985,2,4,60,60,8,1987,2024-01-23 18:07:59
Breakthru,335,boardgame,5.8444,5.54543,362,2,1965,2,2,15,15,10,1380,2024-01-23 18:07:59
Jumpin,336,boardgame,5.50796,5.49755,221,1.5909,1964,2,2,15,15,8,845,2024-01-23 18:07:59
Circus Flohcati,337,boardgame,6.63168,6.15351,2914,1.2304,1998,2,5,15,15,6,4037,2024-01-23 18:07:59
Bargain Hunter,338,boardgame,6.69943,5.89794,991,1.8657,1998,3,4,45,45,10,1862,2024-01-23 18:07:59
Quiddler,339,boardgame,6.12698,5.85765,3610,1.4215,1998,1,8,30,30,8,8654,2024-01-23 18:07:59
Frank's Zoo,340,boardgame,6.61259,6.20593,3702,1.5217,1999,3,7,60,60,10,5595,2024-01-23 18:07:59
Hong Kong,342,boardgame,5.92048,5.51717,83,2.1111,1999,2,2,15,15,8,145,2024-01-23 18:07:59
Twins,343,boardgame,6.18989,5.56634,239,1.25,1996,3,6,30,30,8,535,2024-01-23 18:07:59
Classic Art,344,boardgame,6.57259,5.72034,511,2,1996,3,5,30,60,10,961,2024-01-23 18:07:59
Prairie Railroads,345,boardgame,6.90625,5.53173,48,3,1999,3,5,120,120,12,121,2024-01-23 18:07:59
Fishy,347,boardgame,5.65662,5.50133,68,1.2,1991,3,6,30,30,10,190,2024-01-23 18:07:59
Merchants of the Middle Ages,348,boardgame,6.72224,5.98521,1361,3.0131,1999,2,4,120,120,10,2474,2024-01-23 18:07:59
Halunken & Spelunken,349,boardgame,5.60338,5.5131,289,1.5,1997,3,4,30,30,10,641,2024-01-23 18:07:59
Hattrick,350,boardgame,6.49604,5.63576,314,1.5652,1995,4,6,30,30,10,535,2024-01-23 18:07:59
Trumpet,352,boardgame,6.20232,5.65174,600,1.4426,1990,2,6,45,45,9,1136,2024-01-23 18:07:59
Inkognito: The Card Game,353,boardgame,5.43838,5.47882,555,1.6471,1997,3,5,20,30,11,1657,2024-01-23 18:07:59
Stick 'Em,354,boardgame,7.04501,6.49417,3628,1.9066,1993,3,8,30,60,10,5313,2024-01-23 18:07:59
Das letzte Paradies,355,boardgame,5.92024,5.53946,212,1.8261,1993,3,5,30,30,12,373,2024-01-23 18:07:59
Ab die Post!,356,boardgame,5.29813,5.47994,214,1.3158,1996,3,6,45,45,8,308,2024-01-23 18:07:59
Excape,357,boardgame,6.46569,5.98289,2008,1.135,1998,2,6,30,30,8,2079,2024-01-23 18:07:59
Bucket Brigade,359,boardgame,6.03754,5.6327,696,1.2712,1998,3,5,30,30,7,914,2024-01-23 18:07:59
Quests of the Round Table,360,boardgame,5.4455,5.48428,307,1.8667,1995,2,4,60,60,10,817,2024-01-23 18:07:59
Hare & Tortoise,361,boardgame,6.6253,6.26272,4728,1.9316,1973,2,6,45,45,8,7240,2024-01-23 18:07:59
Elefantenparade,362,boardgame,5.79216,5.52221,204,1.3333,1988,2,4,20,20,12,407,2024-01-23 18:07:59
Cat Blues,363,boardgame,6.02846,5.64444,838,1.4306,1998,2,6,30,30,10,1181,2024-01-23 18:07:59
Samarkand,364,boardgame,6.4048,5.77577,879,1.9494,1980,2,5,40,40,9,1056,2024-01-23 18:07:59
Tricks,365,boardgame,5.56574,5.499,61,1.375,1995,3,5,30,30,10,237,2024-01-23 18:07:59
Viva Pamplona!,366,boardgame,6.3489,5.65135,437,1.38,1992,2,6,45,45,8,366,2024-01-23 18:07:59
Overthrone,367,boardgame,5.34201,5.47801,283,2.1304,1999,3,6,90,90,12,945,2024-01-23 18:07:59
Relationship Tightrope,368,boardgame,6.16733,5.73184,1075,1.3382,1999,3,5,30,30,8,1605,2024-01-23 18:07:59
5ive Straight,369,boardgame,6.29871,5.59355,311,1.6774,1958,2,9,20,20,7,533,2024-01-23 18:07:59
Mystery Rummy: Murders in the Rue Morgue,371,boardgame,6.7318,5.85946,846,1.7067,1999,2,4,20,40,8,1834,2024-01-23 18:07:59
Schotten Totten,372,boardgame,7.35501,7.05088,11256,1.7028,1999,2,2,20,20,8,19250,2024-01-23 18:07:59
Wrott & Swindlers,373,boardgame,6.5625,5.5262,52,1.8,1995,3,6,90,90,0,63,2024-01-23 18:07:59
Colorado County,374,boardgame,6.17747,5.55765,182,2.4706,1998,2,4,60,60,10,402,2024-01-23 18:07:59
6 Billion,375,boardgame,5.31144,5.48111,139,2.7059,1999,2,5,120,120,12,281,2024-01-23 18:07:59
DruidenWalzer,376,boardgame,5.87747,5.59965,787,2.3902,1999,2,2,45,45,12,1424,2024-01-23 18:07:59
Neighbors,377,boardgame,1.8,0,5,1,1989,2,6,40,40,0,11,2024-01-23 18:07:59
Lancashire Railways,378,boardgame,6.88462,5.57708,117,3.1429,1998,3,6,120,120,12,283,2024-01-23 18:07:59
Express,379,boardgame,6.2041,5.65662,646,1.6757,1990,2,6,60,60,8,1253,2024-01-23 18:07:59
Polarity,380,boardgame,6.34808,5.87645,1761,1.6814,1986,2,4,20,20,8,2443,2024-01-23 18:07:59
X Pasch,381,boardgame,6.21495,5.53577,107,2.5,1996,3,6,90,90,8,219,2024-01-23 18:07:59
Heimlich & Co.,382,boardgame,6.45833,6.11272,3804,1.4821,1984,2,7,30,30,8,6186,2024-01-23 18:07:59
Turf Horse Racing,383,boardgame,6.4246,5.55041,113,1.8,1995,3,6,60,60,10,151,2024-01-23 18:07:59
TurfMaster,384,boardgame,7.25432,6.07591,1030,1.9588,1998,2,8,75,75,10,920,2024-01-23 18:07:59
Pirateer,386,boardgame,5.54752,5.48207,1307,1.4632,1978,2,4,15,15,8,2321,2024-01-23 18:07:59
Corruption,387,boardgame,5.80293,5.5433,346,1.8276,2000,3,7,45,45,10,723,2024-01-23 18:07:59
Finale,388,boardgame,5.74023,5.52486,261,1.8611,1998,2,2,30,30,12,587,2024-01-23 18:07:59
Die Mauer,389,boardgame,6.06275,5.57404,302,1.2917,1997,3,6,30,30,8,430,2024-01-23 18:07:59
Ocean,391,boardgame,4.8,5.48327,50,1,1999,2,6,20,20,8,225,2024-01-23 18:07:59
Brawl,392,boardgame,6.35415,5.79323,1182,1.3694,1999,2,7,15,15,10,2563,2024-01-23 18:07:59
Dinosaurs of the Lost World,393,boardgame,6.66651,5.6855,424,1.8913,1987,1,4,90,90,8,726,2024-01-23 18:07:59
Kahuna,394,boardgame,6.6121,6.4015,9668,2.0522,1998,2,2,30,40,10,13832,2024-01-23 18:07:59
Der dreizehnte Holzwurm,396,boardgame,6.01471,5.52978,119,1.2308,1998,2,6,45,45,8,200,2024-01-23 18:07:59
Diskwars,397,boardgame,5.95987,5.57539,533,2.3958,1999,2,8,90,90,10,1067,2024-01-23 18:07:59
Wildlife Safari,398,boardgame,6.70448,6.23706,3211,1.2898,1994,2,5,20,30,7,4002,2024-01-23 18:07:59
Tom Clancy's Politika,399,boardgame,4.24895,5.37079,220,2.7,1997,2,8,90,90,12,491,2024-01-23 18:07:59
Shanghai,400,boardgame,5.34161,5.48616,149,1.7273,1997,3,6,30,30,12,300,2024-01-23 18:07:59
Gold Connection,401,boardgame,6.45185,5.57214,162,1.8261,1992,2,4,60,60,10,327,2024-01-23 18:07:59
Elk Fest,403,boardgame,6.15944,5.80861,1861,1.0492,1999,2,2,15,15,8,2375,2024-01-23 18:07:59
Worm Up!,404,boardgame,5.86467,5.61471,1017,1.0964,1994,3,5,15,20,7,1602,2024-01-23 18:07:59
Meteo,406,boardgame,5.51542,5.50007,107,2.1818,1989,2,4,90,90,10,274,2024-01-23 18:07:59
Zoon,408,boardgame,5.49603,5.49202,302,1.5517,1999,2,2,30,30,8,1042,2024-01-23 18:07:59
Dschungel,409,boardgame,4.84328,5.4779,67,1.6,1999,2,4,30,30,10,251,2024-01-23 18:07:59
D'raf,410,boardgame,6.00462,5.52255,91,1.75,1997,3,5,45,45,11,164,2024-01-23 18:07:59
Yukon Company,412,boardgame,6.15652,5.51636,46,3,1999,4,6,120,120,10,87,2024-01-23 18:07:59
Die Erben von Hoax,413,boardgame,6.04583,5.53304,144,2.1538,1999,3,8,45,45,12,290,2024-01-23 18:07:59
Around the World in 80 Days,414,boardgame,5.99769,5.56494,334,1.6538,1986,2,6,60,60,10,632,2024-01-23 18:07:59
Espresso,415,boardgame,6.16364,5.51233,44,1,1995,2,6,30,60,6,103,2024-01-23 18:07:59
A to Z,416,boardgame,6.14068,5.56951,264,1.5,1992,2,4,30,30,9,505,2024-01-23 18:07:59
Edison & Co.,417,boardgame,4.48986,5.34106,359,2,1998,2,4,30,60,12,725,2024-01-23 18:07:59
Rail Baron,420,boardgame,6.61824,5.93758,1647,2.2663,1977,3,6,180,240,10,2780,2024-01-23 18:07:59
1830: Railways & Robber Barons,421,boardgame,7.86827,7.22851,5549,4.1609,1986,2,7,180,360,14,8584,2024-01-23 18:07:59
1835,422,boardgame,7.03631,5.89458,726,3.9896,1990,3,7,360,360,16,1382,2024-01-23 18:07:59
1856: Railroading in Upper Canada from 1856,423,boardgame,7.49856,6.29495,1323,4.2573,1995,3,6,300,300,14,1776,2024-01-23 18:07:59
1870: Railroading Across the Trans Mississippi from 1870,424,boardgame,7.44479,6.15527,1056,4.189,1992,2,6,360,360,14,1526,2024-01-23 18:07:59
Thunder's Edge,425,boardgame,6.12264,5.53915,149,3.125,1999,3,5,180,300,12,391,2024-01-23 18:07:59
The Battle of the Bulge,426,boardgame,6.62817,5.67659,410,2.8824,1981,2,2,120,120,12,1016,2024-01-23 18:07:59
Grass,427,boardgame,6.00375,5.64637,1187,1.5439,1980,2,6,60,60,18,2177,2024-01-23 18:07:59
Galopp Royal,428,boardgame,5.9107,5.54324,243,1.6316,1995,3,6,45,45,9,403,2024-01-23 18:07:59
Magalon,429,boardgame,5.89197,5.534,249,1.9,1998,2,4,60,60,12,544,2024-01-23 18:07:59
Asterix: Das Kartenspiel,430,boardgame,5.97818,5.53429,165,1.1333,1990,2,5,30,30,8,311,2024-01-23 18:07:59
Alhambra: The Card Game,431,boardgame,6.43227,5.80943,1037,1.7143,1992,2,6,45,45,10,2648,2024-01-23 18:07:59
Take 5,432,boardgame,6.96333,6.83644,28472,1.1946,1994,2,10,45,45,8,41506,2024-01-23 18:07:59
Shark,433,boardgame,6.62049,5.93913,1374,2.2025,1987,2,6,90,90,12,2065,2024-01-23 18:07:59
Yucata',434,boardgame,5.76912,5.55473,555,1.7115,1996,2,4,30,30,9,592,2024-01-23 18:07:59
Canyon,436,boardgame,6.25214,5.71041,801,1.5753,1997,3,6,45,45,10,1054,2024-01-23 18:07:59
Master Labyrinth,437,boardgame,6.28946,5.93023,2750,1.7828,1991,2,4,20,30,10,5422,2024-01-23 18:07:59
Scotland Yard,438,boardgame,6.50658,6.35128,16725,1.9516,1983,2,6,45,45,10,28536,2024-01-23 18:07:59
Zoff in Buffalo,440,boardgame,6.37257,5.61237,307,2.0323,1998,2,5,45,45,12,336,2024-01-23 18:07:59
Filthy Rich,441,boardgame,6.39357,5.73445,729,1.9014,1998,2,5,60,60,14,1108,2024-01-23 18:07:59
Um Reifenbreite,442,boardgame,6.78905,6.18577,2376,1.9641,1979,2,4,60,90,8,4031,2024-01-23 18:07:59
Code 777,443,boardgame,6.73153,6.12108,2094,2.3193,1985,2,5,60,60,10,2758,2024-01-23 18:07:59
Escape from the Hidden Castle,444,boardgame,6.25482,5.85628,2049,1.1353,1989,2,8,30,30,8,2947,2024-01-23 18:07:59
Die Osterinsel,445,boardgame,5.80148,5.5288,230,1.6,1994,3,4,30,30,10,422,2024-01-23 18:07:59
Avalanche,446,boardgame,5.66279,5.51875,258,1.1923,1965,2,6,30,30,8,517,2024-01-23 18:07:59
The Great Balloon Race,449,boardgame,6.18132,5.57514,281,1.35,1991,2,8,30,30,7,358,2024-01-23 18:07:59
Octi,450,boardgame,6.6957,5.65781,339,3.2083,1999,2,4,10,30,8,648,2024-01-23 18:07:59
Beutelschneider,451,boardgame,5.8675,5.50622,40,1.3333,1997,3,4,30,30,0,115,2024-01-23 18:07:59
Mummy Rummy,452,boardgame,5.02817,5.45455,188,1.1905,1994,2,5,30,30,8,731,2024-01-23 18:07:59
Tante Tarantel,454,boardgame,6.18152,5.54491,138,1.2143,1991,3,5,30,30,10,172,2024-01-23 18:07:59
Am Fuß des Kilimandscharo,455,boardgame,5.70842,5.51056,95,1.1818,1995,2,4,45,45,7,237,2024-01-23 18:07:59
Jumbo Grand Prix,457,boardgame,5.86449,5.52322,138,1.4,1998,2,5,30,30,8,184,2024-01-23 18:07:59
Sherlock Holmes: The Card Game,458,boardgame,6.16834,5.63374,616,1.4902,1991,3,8,60,60,10,1455,2024-01-23 18:07:59
Ausgebremst,459,boardgame,6.87754,5.64704,252,1.5862,1993,3,6,45,45,10,375,2024-01-23 18:07:59
Railway Rivals,460,boardgame,6.69513,5.69142,402,2.3333,1979,2,6,90,90,10,719,2024-01-23 18:07:59
Freibeuter,461,boardgame,6.29975,5.57107,200,1.8571,1998,2,4,30,45,9,442,2024-01-23 18:07:59
Esels-Rennen,462,boardgame,5.50984,5.49814,122,1.1667,1989,2,6,15,15,8,227,2024-01-23 18:07:59
Magic: The Gathering,463,boardgame,7.57317,7.3984,39070,3.2557,1993,2,2,20,20,13,42911,2024-01-23 18:07:59
Billabong,464,boardgame,6.85426,5.91615,897,1.9028,1992,2,4,30,30,10,1033,2024-01-23 18:07:59
Zankapfel,465,boardgame,6.26087,5.52412,69,2,1993,3,6,60,60,12,109,2024-01-23 18:07:59
Inkognito,466,boardgame,6.598,6.16582,3386,2.1614,1988,3,5,90,90,10,6646,2024-01-23 18:07:59
Dump,468,boardgame,5.5,0,2,1,0,0,0,0,0,0,5,2024-01-23 18:07:59
In Teufels Küche,469,boardgame,6.12737,5.53694,137,1.0909,1993,2,4,60,60,10,244,2024-01-23 18:07:59
Road to the White House,470,boardgame,6.15555,5.56502,265,3.5312,1992,3,6,240,240,12,602,2024-01-23 18:07:59
Totem,471,boardgame,5.4918,5.49312,122,2.3636,1995,2,4,90,90,10,302,2024-01-23 18:07:59
DungeonQuest,472,boardgame,6.758,6.17346,2834,1.9222,1985,1,4,20,60,10,4334,2024-01-23 18:07:59
Olé!,473,boardgame,6.58607,5.62048,262,1.4286,1996,3,8,30,30,8,392,2024-01-23 18:07:59
Cold War,474,boardgame,6.15306,5.55513,229,2.871,1984,4,4,180,180,12,641,2024-01-23 18:07:59
Taj Mahal,475,boardgame,7.26544,6.88209,7762,2.9924,2000,2,5,45,90,12,9539,2024-01-23 18:07:59
Mr. President,476,boardgame,6.62063,5.62502,332,2.1613,1967,2,4,60,60,12,966,2024-01-23 18:07:59
The Broadway Game,477,boardgame,6.4676,5.54803,125,2.3077,1981,2,6,120,120,12,249,2024-01-23 18:07:59
Citadels,478,boardgame,7.06415,6.94808,54028,2.0495,2000,2,8,20,60,10,73445,2024-01-23 18:07:59
Bambuti,479,boardgame,5.87197,5.52414,132,2.6923,1999,2,2,20,20,12,325,2024-01-23 18:07:59
Age of Arguments,480,boardgame,5.57143,0,14,2.5,1998,4,4,120,120,0,37,2024-01-23 18:07:59
Carolus Magnus,481,boardgame,6.82811,6.34224,3626,2.5773,2000,2,4,60,60,12,4134,2024-01-23 18:07:59
Sky Runner,482,boardgame,5.53679,5.5,435,1.5526,1999,2,5,30,30,8,838,2024-01-23 18:07:59
Diplomacy,483,boardgame,7.04049,6.74773,13222,3.3396,1959,2,7,360,360,12,23352,2024-01-23 18:07:59
Stratego Legends,484,boardgame,5.81241,5.55844,755,2.2642,1999,2,8,60,60,8,1858,2024-01-23 18:07:59
Galloping Pigs,485,boardgame,5.7805,5.5846,1076,1.1398,1992,2,5,30,30,6,1700,2024-01-23 18:07:59
Barnyard Buddies,486,boardgame,5.69889,5.51896,241,1.0333,1996,2,8,15,15,4,583,2024-01-23 18:07:59
Power,487,boardgame,6.09382,5.55573,283,2.6154,1981,2,4,30,30,10,620,2024-01-23 18:07:59
Stake Your Claim,488,boardgame,6.03134,5.51589,67,1,1985,2,6,15,15,6,165,2024-01-23 18:07:59
Pacal,489,boardgame,6.19039,5.53584,103,1.6667,1999,2,2,20,30,12,159,2024-01-23 18:07:59
Warangel,490,boardgame,7.72976,5.63018,271,2.5128,2000,2,6,60,60,12,360,2024-01-23 18:07:59
Web of Power,491,boardgame,7.3022,6.61321,3532,2.4199,2000,3,5,50,60,12,3449,2024-01-23 18:07:59
Aladdin's Dragons,492,boardgame,6.89279,6.34174,3229,2.4403,2000,3,5,60,90,10,4027,2024-01-23 18:07:59
Ave Caesar,494,boardgame,6.6383,6.28631,4767,1.3571,1989,2,6,30,30,12,4794,2024-01-23 18:07:59
Time Pirates,495,boardgame,5.56042,5.50631,260,2,2000,3,6,60,60,10,530,2024-01-23 18:07:59
Dilemma,496,boardgame,4.37813,5.48597,32,1,2000,3,5,30,30,10,127,2024-01-23 18:07:59
Vampire,497,boardgame,5.92443,5.5951,630,1.3425,2000,3,5,30,30,10,933,2024-01-23 18:07:59
Sufferin' Spirits,498,boardgame,5.69545,0,22,2,1987,2,4,120,120,0,65,2024-01-23 18:07:59
Arbos,499,boardgame,6.37067,5.6347,390,1,1999,1,8,30,30,6,447,2024-01-23 18:07:59
MARK,500,boardgame,6.03226,5.51563,62,1.6667,1997,2,4,60,60,10,123,2024-01-23 18:07:59
Dschungelrennen,501,boardgame,6.35714,5.52131,49,1,1989,2,5,30,30,10,98,2024-01-23 18:07:59
Bretonenboule,502,boardgame,6.64706,0,17,1,1998,2,4,15,15,8,16,2024-01-23 18:07:59
Through the Desert,503,boardgame,7.0965,6.88087,13852,2.2016,1998,2,5,45,45,10,15294,2024-01-23 18:07:59
Die Verbotene Stadt,504,boardgame,6.02468,5.53797,158,1.8125,1992,2,4,60,60,12,447,2024-01-23 18:07:59
Goldener Drache,505,boardgame,5.71903,5.51487,113,1.7778,1992,2,5,30,30,10,208,2024-01-23 18:07:59
The Big Cheese,506,boardgame,5.88149,5.56723,503,1.3455,1998,3,6,30,30,10,1009,2024-01-23 18:07:59
Cartel,507,boardgame,6.99801,5.6122,179,2.25,1973,2,4,90,90,10,284,2024-01-23 18:07:59
Blue Max,508,boardgame,7.16893,5.95819,840,2.2673,1983,2,6,60,60,13,1383,2024-01-23 18:07:59
The Reef,509,boardgame,5.69688,5.54965,781,1.6216,2000,2,2,60,60,10,1287,2024-01-23 18:07:59
Eschnapur,510,boardgame,5.66389,5.5161,219,2.3529,2000,3,5,60,60,10,494,2024-01-23 18:07:59
Silverton,511,boardgame,7.1108,6.03984,1060,3.2459,1991,1,6,180,180,12,1826,2024-01-23 18:07:59
Holiday!,512,boardgame,6.69525,5.52284,40,2,1973,2,8,40,40,8,41,2024-01-23 18:07:59
WarChest,513,boardgame,6.90312,5.52296,32,2,1999,2,2,0,0,12,63,2024-01-23 18:07:59
True Colors,514,boardgame,6.10417,5.62461,581,1.1429,1989,3,6,30,30,18,1256,2024-01-23 18:07:59
6-Tage Rennen,515,boardgame,6.88337,5.64435,253,1.76,1986,3,8,60,60,8,264,2024-01-23 18:07:59
Shark Bait,517,boardgame,5.14286,0,7,1,2000,0,0,0,0,0,33,2024-01-23 18:07:59
