game_id,value
243,Blood Reef: Tarawa – ASL Historical Module 5
243,Bloody Buron: The First Step to Caen
243,Break Contact: The Armoured Aussie Pack
243,Break Contact! Aussie Tournament Pack
243,Brevity Assault
243,A Bridge Too Far: ASL Historical Module 6
243,Buckeyes!
243,Budapest Pack
243,Busting the Bocage
243,Canada at War #1
243,Canada at War #2
243,"The Canadians in Italy:  D-Day Dodgers, August 1944 to February 1945"
243,The Canadians in Italy: The Red Patch Devils in Sunny Sicily
243,The Canadians in Italy: The Spaghetti League
243,Carnage at Cassino
243,Cemetery Hill
243,Code of Bushido: ASL Module 8
243,Corregidor: the Rock
243,Counter-Attacks! 1
243,"Critical Hit! - Volume 3, No. 1"
243,"Critical Hit! - Volume 4, No. 1"
243,"Critical Hit! - Volume 4, No. 2"
243,"Critical Hit! - Volume 5, No. 1"
243,"Critical Hit! - Volume 5, No. 2"
243,"Critical Hit! - Volume 6, No. 1"
243,"Critical Hit! - Volume 6, No. 2"
243,"Critical Hit! - Volume 6, No. 3"
243,"Critical Hit! - Volume 6, No. 4"
243,"Critical Hit! - Volume 7, No. 1"
243,"Critical Hit! - Volume 7, No. 2"
243,"Critical Hit! - Volume 7, No. 3"
243,Critical Hit! 1997 Special
243,Critical Hit! Issue 1
243,Critical Hit! Issue 2
243,Critical Hit! Issue 3
243,Critical Hit! Issue 4
243,Critical Hit! Tanks Special Edition
243,Croix de Guerre: ASL Module 10
243,Croix de Guerre: ASL Module 10a
243,Crossing the Moro
243,Crucible of Steel
243,Death to Fascism: The Struijf-Mazzei ASL Scenario Pack
243,Desert Rats
243,Devils in the Woods: The Battle of the Bulge 1944
243,Dezign Pak 1
243,Dezign Pak 2
243,Dezign Pak 3
243,Dezign Pak 4
243,Dezign Pak 5
243,Dezign Pak 6
243,Dezign Pak 7
243,Dezign Pak 8
243,Dezign Pak 9
243,Dien Bien Phu: The French Indochina War
243,Dispatches from the Bunker #31
243,Dispatches from the Bunker #32
243,Dispatches from the Bunker #33
243,Dispatches from the Bunker #34
243,Dispatches from the Bunker #35
243,Dispatches from the Bunker #45
243,Doomed Battalions: ASL Module 11
243,Dos Equis Scenario Pack
243,Drive for Saint-Lô
243,Drop Zone: Sainte-Mère-Église
243,The Dutch Pack
243,Dzerhezinsky Tractor Works
243,Easter at Tobruk
243,Elite Canadians II: Manitoba at War
243,Elite Canadians: The Scenarios of Jim McLeod
243,Escape from Chosin: Toktong Pass 1950
243,Euro Pack I: Early War Actions
243,Euro Pack IV: War in North Africa
243,Euro Pack V: Eastern Front Warfare
243,Euro-Pack II: The Battle of the Bulge
243,Euro-Pack III: Late War '44-'45
243,Euro-Pack VI: Partisans and Irregulars
243,Fanatic Pack #1
243,Fanatic Pack #2
243,Fanatic Pack #3
243,Festung Budapest
243,A Few Rare Men
243,The Fight for Seoul
243,"Finland at War, v. I: Jatkosota"
243,First Wave at Omaha
243,A Fistful of Scenarios
243,For King and Country: ASL module 5a
243,Forgotten Counters of World War II
243,Forgotten War: Korea 1950-1953 – ASL Module 15
243,Fortress Cassino: The Road to Rome
243,Le Franc Tireur #12: PTO and Chinese Civil War for ASL
243,Le Franc Tireur #14: Italians
243,Le Franc Tireur #15: Arid and Desert Terrain
243,Le Franc Tireur #5: Battle for Authion
243,Le Franc Tireur #6: La Guerre D'Espagne
243,Le Franc Tireur #7: de Barbarossa a Moscou
243,Le Franc Tireur #8: Normandy June – August 1944
243,Le Franc Tireur #9: Yugoslavia
243,Le Franc-Tireur #1: Indochine 1940
243,Le Franc-Tireur #10: Division Azul
243,Le Franc-Tireur #11: France 1940
243,Le Franc-Tireur #13: The Crimean Campaign
243,Friendly Fire Pack 1
